% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1989 +9.313708849e+01 +9.313708849e+01 +1.631670885e+02 +1.631670885e+02 -5.8555e-01 -1.2225e+00 -3.5064e+00 -2.0962e+00 +8.4489e-01 -3.3518e+00 -1.3638e+00 -3.5077e-01 -2.0846e+00 -7.3224e-01 -5.2456e-01 -1.0192e+00 +3.6488e+00 -2.1370e+00 -1.9587e+00 -3.0065e+00 +5.9635e-01 +3.3282e+00 -2.6411e+00 +9.1807e-01
2126 +6.115908586e+01 +6.115908586e+01 +1.311890859e+02 +1.311890859e+02 -5.9161e-01 -1.2875e+00 -3.5564e+00 -2.1651e+00 +7.5342e-01 -3.3897e+00 -1.2729e+00 -3.3376e-01 -2.1017e+00 -9.0298e-01 -5.4832e-01 -1.0084e+00 +3.5645e+00 -2.1750e+00 -1.9415e+00 -2.9831e+00 +7.1348e-01 +3.2736e+00 -2.6738e+00 +9.5849e-01
2684 +3.971703965e+01 +3.971703965e+01 +1.097470397e+02 +1.097470397e+02 -5.9635e-01 -1.2909e+00 -3.4849e+00 -2.1990e+00 +8.1942e-01 -3.3775e+00 -1.2894e+00 -3.7440e-01 -2.1519e+00 -9.2873e-01 -6.1048e-01 -9.6809e-01 +3.4297e+00 -2.1752e+00 -2.0102e+00 -2.9757e+00 +6.3423e-01 +3.2540e+00 -2.7456e+00 +1.0338e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.211663442e+03 +1.211663442e+03 +1.163443442e+03 +1.163443442e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
3 +9.627355929e+02 +9.627355929e+02 +9.145155929e+02 +9.145155929e+02 +4.8800e-01 +9.1556e-01 +2.9274e-01 +1.2436e+00 +1.0956e+00 +1.2332e-01 -1.6898e-01 +3.2419e-01 +6.3903e-01 +1.6700e+00 -2.7067e-02 +1.1950e+00 +8.9944e-01 +7.5196e-01 +5.7083e-01 -2.7879e-01 -4.9515e-03 +1.0622e+00 +7.3899e-01 +9.0068e-01
121 +6.284746236e+02 +6.284746236e+02 +5.802546236e+02 +5.802546236e+02 -7.3686e-01 +2.8693e-01 +1.0131e-01 +1.6319e+00 +1.8331e-01 -8.9018e-01 -1.5500e+00 +1.0260e+00 +4.7434e-01 +2.1732e+00 +4.2935e-01 -6.7896e-01 +4.3621e-01 +1.0886e+00 +1.9926e+00 -6.7015e-01 -1.6237e+00 +1.3011e+00 +1.2274e+00 +1.2689e+00
172 +3.799794794e+02 +3.799794794e+02 +3.317594794e+02 +3.317594794e+02 -1.3781e+00 +3.8137e-01 +4.0757e-01 +1.3980e+00 -1.3528e+00 -8.9035e-01 -3.6047e+00 +5.1364e-01 -2.4482e-01 +4.3502e+00 -6.3761e-01 -2.3679e-01 +5.4526e-01 +1.7608e+00 +2.5490e+00 -6.9517e-01 -2.4003e+00 +1.8650e+00 +1.1387e+00 +1.6899e+00
397 +2.493034563e+02 +2.493034563e+02 +2.010834563e+02 +2.010834563e+02 -2.5056e+00 -2.4266e+00 -8.6700e-01 +1.7385e+00 -3.9546e+00 +1.1274e+00 -3.1447e+00 +3.3882e+00 -9.5100e-01 +4.3511e+00 -1.2158e+00 -2.8750e+00 -3.7564e-01 +3.2853e-01 +3.2779e-01 -1.0770e+00 -1.5309e+00 -1.3590e-01 +1.4849e+00 +8.4249e-01
943 +1.580372631e+02 +1.580372631e+02 +1.098172631e+02 +1.098172631e+02 -2.5359e+00 -1.2755e+00 -1.8357e+00 +4.5865e-01 -2.8034e+00 +3.0529e+00 -4.2137e+00 +1.2810e+00 -1.5082e+00 +3.4075e+00 -7.2606e-01 -2.5027e+00 -2.5264e+00 +2.0261e+00 -5.8913e-01 -1.6138e+00 -1.4374e+00 -8.4685e-02 +2.4396e+00 +9.1891e-01
2126 +9.903688358e+01 +9.903688358e+01 +5.081688358e+01 +5.081688358e+01 -1.2609e+00 -1.4932e+00 -2.4554e+00 +6.0566e-01 -3.7215e+00 +2.3099e+00 -2.9607e+00 +1.8607e+00 -1.2926e+00 +3.5252e+00 -1.0006e+00 -2.3424e+00 -2.4679e+00 +1.3699e+00 -1.1605e+00 -2.5516e+00 -1.7001e+00 +4.4609e-01 +1.7249e+00 +1.8725e+00
2413 +5.992072401e+01 +5.992072401e+01 +1.170072401e+01 +1.170072401e+01 -1.2704e+00 -1.5030e+00 -2.4439e+00 +4.5253e-01 -3.8489e+00 +2.3764e+00 -2.8923e+00 +1.7715e+00 -1.3219e+00 +3.6276e+00 -9.3822e-01 -2.3275e+00 -2.3680e+00 +1.4767e+00 -1.1841e+00 -2.6374e+00 -1.6999e+00 +5.2513e-01 +1.7964e+00 +1.6922e+00
3701 +3.980760758e+01 +3.980760758e+01 -8.412392423e+00 -8.412392423e+00 -1.2439e+00 -1.5814e+00 -2.4520e+00 +5.9551e-01 -3.8905e+00 +2.2983e+00 -2.8629e+00 +1.7401e+00 -1.4074e+00 +3.5107e+00 -1.0063e+00 -2.3206e+00 -2.2922e+00 +1.4332e+00 -1.1128e+00 -2.6780e+00 -1.6463e+00 +5.4617e-01 +1.8359e+00 +1.7581e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.647377349e+03 +1.647377349e+03 +1.672847349e+03 +1.672847349e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
3 +1.562959780e+03 +1.562959780e+03 +1.588429780e+03 +1.588429780e+03 +4.8800e-01 +9.1556e-01 +2.9274e-01 +1.2436e+00 +1.0956e+00 +1.2332e-01 -1.6898e-01 +3.2419e-01 +6.3903e-01 +1.6700e+00 -2.7067e-02 +1.1950e+00 +8.9944e-01 +7.5196e-01 +5.7083e-01 -2.7879e-01 -4.9515e-03 +1.0622e+00 +7.3899e-01 +9.0068e-01
42 +9.197019819e+02 +9.197019819e+02 +9.451719819e+02 +9.451719819e+02 +1.0917e-01 +5.3986e-01 -6.4848e-01 +6.4821e-01 +3.6118e-01 +3.0579e-01 -6.4487e-01 +7.4166e-01 +1.1284e+00 +1.4562e+00 -2.1998e-01 -1.1556e-01 +1.0944e+00 +3.3810e-01 +1.2568e+00 -3.6544e-01 +5.0588e-01 +1.1098e+00 +8.0359e-01 +8.0068e-01
98 +6.190553723e+02 +6.190553723e+02 +6.445253723e+02 +6.445253723e+02 -1.2249e+00 -6.9289e-01 -1.7397e+00 +1.0673e+00 +9.4767e-01 -3.2589e-01 -6.9601e-01 +6.8877e-01 +2.1999e+00 +1.4211e+00 -3.0730e-01 -3.5316e-01 +7.9863e-01 -8.9868e-01 +2.4764e+00 -8.5695e-01 +6.4210e-01 +1.9826e+00 +1.2882e+00 +5.7437e-01
149 +3.645670072e+02 +3.645670072e+02 +3.900370072e+02 +3.900370072e+02 -3.3784e+00 +6.9430e-01 -9.3155e-01 +3.3686e-02 -3.2173e-01 +3.5908e-01 -2.0168e+00 +1.3795e+00 +2.7201e+00 +8.1801e-01 -9.2119e-01 -2.4600e-01 +8.3507e-01 -4.2017e-01 +2.9992e+00 -2.2894e+00 +2.1148e-01 +1.7496e+00 +2.9286e-01 +1.5235e-02
231 +2.468798694e+02 +2.468798694e+02 +2.723498694e+02 +2.723498694e+02 -3.7766e+00 +7.9634e-02 -1.6478e+00 -2.6272e+00 -7.7018e-02 +1.3138e+00 -2.0750e+00 -2.1987e+00 +1.7096e+00 -1.5522e+00 -9.8832e-01 -1.7515e+00 +9.0852e-01 -1.1359e+00 +1.8851e+00 -3.0494e+00 +1.8984e+00 +2.9828e+00 +6.1457e-01 -6.8651e-01
625 +1.545834483e+02 +1.545834483e+02 +1.800534483e+02 +1.800534483e+02 -3.0119e+00 -1.6265e+00 -6.2330e-01 -3.6035e+00 -1.7539e+00 +1.4070e+00 -1.3423e+00 -1.0937e+00 +2.4183e+00 -9.1203e-01 -2.6412e+00 -1.0577e+00 +6.9269e-01 +1.4365e+00 +2.0790e+00 -4.2572e+00 +1.5408e+00 +3.6838e+00 +5.9211e-01 -2.6870e+00
1775 +9.519799327e+01 +9.519799327e+01 +1.206679933e+02 +1.206679933e+02 -3.6846e+00 -1.9720e+00 -1.2652e+00 -3.6682e+00 -3.0829e+00 +6.6820e-01 -1.1088e+00 +1.9510e+00 +2.2648e+00 -9.7176e-01 -2.8957e+00 -1.3774e+00 +1.2062e+00 +1.6183e+00 +2.7687e+00 -3.6018e+00 +2.0963e+00 +3.9233e+00 +8.6725e-01 -3.5728e+00
2043 +6.278936665e+01 +6.278936665e+01 +8.825936665e+01 +8.825936665e+01 -3.7967e+00 -1.9352e+00 -1.2204e+00 -3.6811e+00 -3.1277e+00 +6.5527e-01 -1.0707e+00 +1.8903e+00 +2.2259e+00 -7.8746e-01 -2.8449e+00 -1.5425e+00 +1.0936e+00 +1.6101e+00 +2.7300e+00 -3.4620e+00 +2.1058e+00 +3.8786e+00 +1.0007e+00 -3.6118e+00
2441 +3.855844986e+01 +3.855844986e+01 +6.402844986e+01 +6.402844986e+01 -3.7589e+00 -2.0756e+00 -1.0869e+00 -3.6635e+00 -3.0657e+00 +7.0596e-01 -1.0885e+00 +1.7022e+00 +2.1575e+00 -8.4819e-01 -2.7257e+00 -1.6784e+00 +1.1963e+00 +1.5800e+00 +2.7403e+00 -3.4495e+00 +2.1604e+00 +3.8883e+00 +1.0255e+00 -3.6193e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.559645195e+02 +9.559645195e+02 +8.551545195e+02 +8.551545195e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
51 +4.979969015e+02 +4.979969015e+02 +3.971869015e+02 +3.971869015e+02 +1.4337e-01 +6.8908e-01 -2.8095e-01 +9.0826e-01 +1.2021e+00 -1.9027e-01 -2.8953e-01 +7.4562e-01 -5.3945e-01 +8.3111e-01 +7.1561e-01 -6.9482e-01 +1.4288e+00 -4.8561e-01 +7.5721e-01 +1.1514e+00 +1.1178e+00 +1.2308e+00 +7.4181e-01 +2.0009e+00
96 +3.879285261e+02 +3.879285261e+02 +2.871185261e+02 +2.871185261e+02 -2.8470e-01 +1.0762e+00 +1.1684e+00 +5.3550e-01 +1.0788e+00 +9.0211e-01 -4.8404e-01 +8.0901e-01 -1.0553e+00 +7.0063e-01 +7.5000e-01 +2.3690e-02 +9.5890e-01 -1.2803e+00 +7.3749e-01 +1.2152e+00 +1.8790e+00 +1.2796e+00 +1.5609e+00 +1.4545e+00
222 +2.502967592e+02 +2.502967592e+02 +1.494867592e+02 +1.494867592e+02 -2.4904e+00 +3.3340e-02 +2.2668e+00 +6.6867e-02 +1.5682e+00 +2.5218e+00 +1.0899e+00 +1.3508e+00 -3.5571e+00 -1.0600e+00 +6.4838e-01 -3.8476e+00 +1.0303e+00 -2.6039e+00 -6.2171e-01 +3.1104e+00 +3.3118e+00 +2.4134e-01 +1.7059e+00 +1.0036e+00
519 +1.524389155e+02 +1.524389155e+02 +5.162891550e+01 +5.162891550e+01 +1.1553e+00 +8.9416e-02 +2.9663e+00 -1.7281e+00 +2.8825e+00 +1.1960e+00 +2.0061e+00 +6.4785e-01 -3.0145e+00 -1.3356e+00 +1.7665e+00 -3.8708e+00 +9.6232e-01 -1.4747e+00 +9.2104e-01 +3.4320e+00 +3.4415e+00 -1.4075e+00 +8.1823e-01 +2.8831e+00
1967 +8.335619078e+01 +8.335619078e+01 -1.745380922e+01 -1.745380922e+01 +1.2703e+00 +1.1877e+00 +1.4492e+00 -1.4121e+00 +2.9021e+00 +1.9449e+00 +9.6833e-01 +1.4122e+00 -3.7596e+00 -1.2120e+00 -1.2259e-03 -3.6546e+00 -4.3198e-01 -2.6442e+00 +7.0809e-01 +3.9878e+00 +2.6468e+00 -4.1231e-01 -7.2192e-02 +4.0185e+00
2203 +4.859548456e+01 +4.859548456e+01 -5.221451544e+01 -5.221451544e+01 +1.1636e+00 +9.6059e-01 +1.3952e+00 -1.2086e+00 +2.7151e+00 +1.8412e+00 +8.9267e-01 +1.3554e+00 -3.7921e+00 -1.0304e+00 +9.6432e-02 -3.7227e+00 -2.0210e-01 -2.4558e+00 +7.6390e-01 +4.0779e+00 +2.4355e+00 -3.8765e-01 -1.0541e-02 +4.0328e+00
2423 +3.942920379e+01 +3.942920379e+01 -6.138079621e+01 -6.138079621e+01 +1.1989e+00 +1.0266e+00 +1.3988e+00 -1.1809e+00 +2.7597e+00 +1.9017e+00 +8.8609e-01 +1.3674e+00 -3.8254e+00 -1.0748e+00 +6.2183e-02 -3.6494e+00 -1.9242e-01 -2.4480e+00 +7.8349e-01 +4.0858e+00 +2.6065e+00 -4.6189e-01 -5.0050e-02 +4.1251e+00
% function evaluation | noise-free fitness - Fopt (8.333000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.793117596e+02 +9.793117596e+02 +1.062641760e+03 +1.062641760e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
29 +5.778163221e+02 +5.778163221e+02 +6.611463221e+02 +6.611463221e+02 +9.7028e-01 +1.5330e-01 +1.5458e-01 +1.1643e+00 +9.7101e-01 -8.1540e-02 +1.0981e-01 +2.3685e-01 +1.0617e+00 +1.3905e+00 -5.4614e-01 +5.6507e-01 +8.1005e-01 +9.2325e-02 +1.0501e+00 +2.1495e-01 -2.4019e-02 +1.2519e+00 +1.1421e+00 +1.3326e+00
109 +3.729939998e+02 +3.729939998e+02 +4.563239998e+02 +4.563239998e+02 +3.0387e-01 -1.0540e+00 +1.2076e+00 +2.7347e+00 +9.9844e-01 -3.8969e-02 +3.9298e-01 -9.1307e-01 +1.5856e+00 +2.0857e+00 +7.4499e-02 -1.2369e+00 +1.0786e+00 -6.8020e-01 +2.5293e+00 +3.6152e-01 -1.1856e+00 +1.7369e+00 +1.8695e+00 +1.1530e+00
199 +2.244589399e+02 +2.244589399e+02 +3.077889399e+02 +3.077889399e+02 +4.6170e-01 -1.7728e+00 +3.9709e+00 +3.1480e+00 +1.1551e+00 -1.0986e+00 -6.3631e-02 -6.9796e-01 -5.5372e-01 +4.6966e+00 +1.7428e+00 -1.1718e+00 +7.5243e-01 -2.5866e+00 +3.4467e+00 -1.1446e+00 +3.0208e-02 +2.9129e+00 +8.9281e-01 +3.6130e+00
564 +1.507439655e+02 +1.507439655e+02 +2.340739655e+02 +2.340739655e+02 -1.2456e-01 -2.8625e+00 +3.5705e+00 +3.3871e+00 +2.5840e+00 -8.2591e-01 +4.6580e-01 -1.1073e+00 -9.0705e-01 +3.1344e+00 +1.8535e-01 -1.3494e+00 +1.3794e+00 -2.5647e+00 +2.8847e+00 -2.8852e+00 -4.2868e+00 +1.7039e+00 +1.3116e+00 +2.2239e+00
1989 +7.632658719e+01 +7.632658719e+01 +1.596565872e+02 +1.596565872e+02 +1.1981e+00 -3.8148e+00 +2.0055e+00 +3.0014e+00 +5.6090e-01 -8.2298e-01 +1.1780e-01 -2.0617e+00 -3.3656e-01 +2.9188e+00 -1.5079e-01 -1.0642e+00 +7.7653e-01 -4.0673e+00 +3.1585e+00 -2.7042e+00 -2.6731e+00 +2.6413e+00 +4.9445e+00 +3.2018e+00
2066 +6.058719339e+01 +6.058719339e+01 +1.439171934e+02 +1.439171934e+02 +1.2714e+00 -3.9114e+00 +1.9327e+00 +3.0459e+00 +4.8354e-01 -7.9112e-01 +1.9538e-03 -2.1134e+00 -2.8911e-01 +2.9254e+00 -1.2322e-01 -1.1306e+00 +7.4507e-01 -4.1408e+00 +3.2965e+00 -2.5869e+00 -2.6758e+00 +2.6295e+00 +4.9908e+00 +3.2062e+00
2557 +3.980055629e+01 +3.980055629e+01 +1.231305563e+02 +1.231305563e+02 +1.1169e+00 -3.8079e+00 +1.8943e+00 +3.0538e+00 +5.1895e-01 -7.2793e-01 +9.7646e-03 -2.0913e+00 -1.9188e-01 +2.9540e+00 -2.0572e-01 -1.0531e+00 +6.9193e-01 -4.2320e+00 +3.2422e+00 -2.6559e+00 -2.5900e+00 +2.6517e+00 +4.9227e+00 +3.2660e+00
% function evaluation | noise-free fitness - Fopt (2.085600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.006073258e+03 +1.006073258e+03 +1.214633258e+03 +1.214633258e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
2 +9.564831240e+02 +9.564831240e+02 +1.165043124e+03 +1.165043124e+03 +7.8405e-01 +8.3336e-01 +2.2275e-01 +1.0072e+00 +3.7290e-01 +8.8525e-02 +2.2903e-01 +7.3519e-01 +1.2855e+00 +1.2977e+00 -1.0148e-01 +9.9380e-01 +5.9293e-01 +1.5133e-01 +7.9823e-01 +6.0168e-01 +1.9086e-01 +1.0271e+00 +7.2453e-01 +1.2947e+00
134 +5.648000031e+02 +5.648000031e+02 +7.733600031e+02 +7.733600031e+02 +1.2701e+00 +2.0859e+00 +1.4778e+00 +6.7721e-01 +7.7979e-01 -4.0831e-01 +1.4211e-01 +2.4247e+00 +1.1558e+00 -4.0133e-01 +1.3855e+00 -3.0921e-01 -9.9323e-01 +2.7113e-02 +1.0446e+00 +4.0850e-02 +3.5340e-02 -1.0693e+00 +4.9287e-01 +1.9510e-01
281 +3.849924073e+02 +3.849924073e+02 +5.935524073e+02 +5.935524073e+02 +1.9122e+00 +2.0665e+00 +1.0494e+00 +1.3217e+00 -4.3768e-01 -4.7083e-01 +7.3068e-02 +2.7151e+00 +2.2427e-01 -2.0402e+00 +5.3822e-01 -5.2209e-01 -1.7769e+00 -1.9212e+00 +1.7543e+00 +5.5378e-01 +1.1228e+00 -1.7317e+00 -9.6998e-02 +7.6620e-02
466 +2.441320378e+02 +2.441320378e+02 +4.526920378e+02 +4.526920378e+02 +1.7220e+00 +2.8501e+00 +2.3109e-01 +5.4046e-01 -1.3589e+00 -1.0942e+00 +5.0721e-01 +5.4369e+00 -1.4813e+00 -2.9483e+00 -2.7850e-01 -2.4732e+00 -2.1957e+00 -3.2124e+00 +2.1486e+00 -1.7191e+00 -2.6314e-01 -2.1691e+00 +8.2999e-01 -5.0720e-01
1560 +1.575617920e+02 +1.575617920e+02 +3.661217920e+02 +3.661217920e+02 +3.3021e+00 +3.1012e+00 +6.5027e-01 +2.3433e-01 -2.4789e+00 +5.8546e-01 +1.4492e+00 +3.1870e+00 -5.4089e+00 -3.5906e+00 -2.4993e+00 -1.9954e+00 -2.0897e+00 -3.0752e+00 +2.1324e+00 -1.5589e+00 -1.0179e+00 -3.2662e+00 +8.9562e-01 -1.3178e+00
3581 +9.884045370e+01 +9.884045370e+01 +3.074004537e+02 +3.074004537e+02 +3.3660e+00 +2.3606e+00 +5.6725e-01 +2.4837e-01 -3.6762e+00 -4.2373e-01 +3.8987e+00 +4.9950e+00 -4.7601e+00 -3.4394e+00 -1.8113e+00 -1.5757e+00 -3.1474e+00 -2.7093e+00 +2.5598e+00 -2.2967e+00 -1.5840e+00 -2.7333e+00 +8.5459e-01 -1.9813e+00
3912 +5.917714469e+01 +5.917714469e+01 +2.677371447e+02 +2.677371447e+02 +3.3364e+00 +2.3474e+00 +5.0385e-01 +2.0577e-01 -3.6370e+00 -5.3748e-01 +3.8124e+00 +4.9619e+00 -4.7606e+00 -3.3999e+00 -1.8296e+00 -1.6528e+00 -3.0782e+00 -2.6407e+00 +2.6464e+00 -2.3387e+00 -1.5109e+00 -2.6376e+00 +8.9004e-01 -1.9259e+00
% function evaluation | noise-free fitness - Fopt (-1.345800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.432839463e+02 +6.432839463e+02 +5.087039463e+02 +5.087039463e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
10 +6.214049759e+02 +6.214049759e+02 +4.868249759e+02 +4.868249759e+02 +8.6969e-01 +5.9686e-01 +4.1175e-01 +1.0055e+00 +6.7291e-01 +2.5211e-01 +3.5692e-01 +2.6444e-01 +9.0881e-01 +9.2107e-01 -1.9903e-03 +1.4752e+00 +6.9445e-01 +3.4023e-01 +5.8668e-01 -2.1038e-01 +3.6409e-01 +8.3351e-01 +1.2512e+00 +8.8479e-01
154 +3.334588948e+02 +3.334588948e+02 +1.988788948e+02 +1.988788948e+02 -5.1483e-02 +6.0337e-01 +5.7626e-01 +1.4351e+00 +5.3905e-02 +2.0070e+00 +1.2110e+00 -2.5497e-01 +6.5497e-01 +1.2452e+00 -5.9332e-01 +1.1391e+00 +3.3424e-01 -7.5959e-01 +4.4691e-01 -6.0945e-01 +4.9864e-01 +9.6102e-01 -2.0085e-01 -1.0242e+00
