% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.470116860e+01 +7.470116860e+01 +1.060931169e+03 +1.060931169e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
37 +6.292053418e+01 +6.292053418e+01 +1.049150534e+03 +1.049150534e+03 +1.2566e+00 +6.3803e-01 -2.5946e-01 +1.7540e+00 +7.0298e-01 +3.5372e-01 +1.6532e+00 +7.3320e-01 +1.9057e+00 +5.1292e-01 -4.8143e-01 +1.2349e+00 +1.2393e+00 +1.0025e+00 +1.0652e+00 -2.5076e-01 +4.8578e-01 +4.5803e-01 +1.1122e-01 -2.5872e-02
98 +2.650977524e+01 +2.650977524e+01 +1.012739775e+03 +1.012739775e+03 +1.4980e+00 +4.0558e-01 -1.0424e+00 +1.1743e+00 -5.4649e-01 -5.9621e-01 +1.5262e+00 +1.5984e+00 +2.9869e+00 +1.7272e+00 -1.6391e+00 +7.9804e-01 +2.0015e+00 +1.3729e+00 +1.4723e+00 -5.0238e-01 +8.2248e-01 +1.2301e-01 -2.7616e-01 -4.4966e-01
119 +2.470816597e+01 +2.470816597e+01 +1.010938166e+03 +1.010938166e+03 +9.9745e-01 +3.0535e-01 -1.2295e+00 +7.1331e-01 -4.8514e-01 -1.7581e-01 +1.1155e+00 +1.5153e+00 +3.3772e+00 +1.4272e+00 -1.6733e+00 +1.3149e+00 +2.1322e+00 +1.1725e+00 +1.3520e+00 -1.1758e+00 +5.9260e-01 -7.0726e-01 -1.7139e-01 +2.2515e-02
128 +1.258997304e+01 +1.258997304e+01 +9.988199730e+02 +9.988199730e+02 +8.8330e-01 +8.8381e-02 -2.4597e+00 +8.1195e-01 -1.5553e+00 -2.9545e-01 +2.1626e+00 +1.7406e+00 +3.6688e+00 +1.4686e+00 -3.1936e+00 +1.4411e+00 +3.3262e+00 +1.3132e+00 +1.3194e+00 -1.4447e+00 +6.7737e-01 -5.1074e-01 +6.1681e-01 -8.0535e-01
206 +7.758204674e+00 +7.758204674e+00 +9.939882047e+02 +9.939882047e+02 +1.5880e+00 -2.6101e-01 -2.8063e+00 +6.1925e-01 -2.4221e+00 -1.6409e-01 +1.1924e+00 +2.0423e+00 +4.0003e+00 +2.3658e+00 -2.4334e+00 +1.9089e+00 +2.9106e+00 +2.2024e+00 +2.1068e+00 -6.4666e-01 -2.1895e-01 -3.5976e-01 -2.4341e+00 -7.3543e-01
290 +6.124850380e+00 +6.124850380e+00 +9.923548504e+02 +9.923548504e+02 +1.0550e+00 -8.9832e-01 -1.9787e+00 +2.4603e+00 -3.0586e+00 +3.8324e-01 +1.8920e+00 +3.0094e+00 +4.7613e+00 +2.8505e+00 -2.4922e+00 +2.1459e+00 +2.8411e+00 +2.2160e+00 +2.7610e+00 -6.6750e-01 +1.3302e-01 -5.4605e-01 -7.8966e-01 -7.9665e-01
355 +3.741573488e+00 +3.741573488e+00 +9.899715735e+02 +9.899715735e+02 +2.0514e+00 -1.3015e-01 -2.2739e+00 +2.3055e+00 -1.8559e+00 +6.7731e-01 +1.5223e+00 +2.4829e+00 +5.2600e+00 +3.6622e+00 -1.9843e+00 +2.5862e+00 +2.5056e+00 +1.9882e+00 +2.0311e+00 -1.3442e+00 +5.6176e-01 -5.5806e-01 -8.4160e-01 -1.1575e+00
378 +2.483536647e+00 +2.483536647e+00 +9.887135366e+02 +9.887135366e+02 +1.8331e+00 -9.1652e-01 -2.8116e+00 +2.0832e+00 -2.9647e+00 +7.8626e-01 +1.7758e+00 +2.4806e+00 +4.1988e+00 +3.1607e+00 -2.4926e+00 +2.7805e+00 +2.7625e+00 +2.2244e+00 +2.4014e+00 -1.4574e+00 +9.0674e-01 -6.6374e-01 -7.6919e-01 -1.1104e+00
% function evaluation | noise-free fitness - Fopt (1.240800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.079567143e+01 +8.079567143e+01 +2.048756714e+02 +2.048756714e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
157 +6.172487486e+01 +6.172487486e+01 +1.858048749e+02 +1.858048749e+02 -1.8809e+00 +3.1761e-01 +1.9502e+00 +1.4551e+00 +2.0324e+00 -7.6719e-01 +1.0896e+00 +4.6714e-01 -1.2577e+00 +1.4068e+00 -9.2430e-01 +2.3193e+00 -5.2326e-01 +1.2421e+00 +1.3331e+00 -4.4366e+00 +4.3935e-02 +1.2332e+00 +2.1679e+00 +3.2056e+00
204 +3.833842724e+01 +3.833842724e+01 +1.624184272e+02 +1.624184272e+02 -8.2484e-01 +7.3423e-01 +2.4081e+00 +1.6863e+00 +3.0212e+00 -1.5553e+00 +2.9309e+00 -1.5201e+00 -2.6211e-01 +1.8238e+00 -2.0685e+00 +2.6046e+00 -1.5703e+00 +3.4457e-01 +4.5926e-01 -4.2504e+00 -3.2507e-01 -1.0858e+00 +4.1098e+00 +5.4607e+00
419 +2.265676334e+01 +2.265676334e+01 +1.467367633e+02 +1.467367633e+02 -2.6386e+00 +9.3615e-01 +1.9991e+00 +3.5813e+00 +1.9750e+00 -2.5153e+00 +3.3064e+00 -8.1629e-02 -5.8641e-01 +2.7500e+00 -3.3926e-01 +2.2488e+00 -2.7888e+00 -3.6526e-01 -1.0453e+00 -4.9719e+00 -1.2441e+00 -1.6255e+00 +3.3850e+00 +4.9985e+00
% function evaluation | noise-free fitness - Fopt (-4.683100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.892332715e+01 +7.892332715e+01 -3.893866729e+02 -3.893866729e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
110 +3.729272414e+01 +3.729272414e+01 -4.310172759e+02 -4.310172759e+02 -1.0168e+00 -9.0353e-01 +1.8986e+00 +1.0032e+00 +1.2275e+00 +1.0750e+00 -1.2087e+00 +9.9383e-01 -3.0352e-01 +7.0841e-01 +5.7066e-01 -6.0367e-01 -9.0645e-01 +7.6318e-01 -1.1801e+00 -1.6168e+00 +1.0602e+00 +1.3233e+00 +1.8431e+00 +7.9148e-01
201 +2.248610919e+01 +2.248610919e+01 -4.458238908e+02 -4.458238908e+02 -1.3910e+00 -2.9024e+00 +2.4232e+00 -2.6020e-01 +1.3175e+00 +3.6379e-01 -2.3293e+00 +1.9138e+00 -1.0415e+00 +9.6278e-01 +2.6538e+00 -9.6959e-01 -1.6033e+00 +2.9162e+00 -2.8248e+00 -1.2197e+00 +1.0580e+00 +1.2936e+00 +2.9258e+00 +7.0714e-01
206 +1.416035390e+01 +1.416035390e+01 -4.541496461e+02 -4.541496461e+02 -1.9752e+00 -3.0020e+00 +3.0788e+00 -3.6323e-01 +8.4730e-01 -9.6951e-01 -2.3476e+00 +2.8970e+00 -1.3638e+00 +6.8776e-01 +1.1038e+00 -1.2098e+00 -1.1151e+00 +2.3655e+00 -1.1471e+00 -1.7790e+00 +1.4839e+00 +1.5337e+00 +3.3352e+00 +2.5435e+00
336 +8.070242426e+00 +8.070242426e+00 -4.602397576e+02 -4.602397576e+02 -1.9422e+00 -2.8445e+00 +4.7735e+00 -1.7828e+00 +1.8727e+00 +7.3709e-01 -1.2360e+00 +1.6748e+00 -2.3859e+00 +1.0367e+00 +2.6287e+00 -4.5497e-01 -3.4769e-01 +2.4848e+00 -1.4861e+00 -2.6856e+00 +1.3201e+00 +2.4539e+00 +2.3998e+00 +3.5060e+00
404 +5.756484667e+00 +5.756484667e+00 -4.625535153e+02 -4.625535153e+02 -2.1161e+00 -2.5979e+00 +4.7107e+00 -1.8608e+00 +1.5729e+00 +5.9867e-01 -4.2693e-01 +2.6516e+00 -1.5928e+00 +1.7785e+00 +1.7366e+00 -1.4751e+00 -1.8950e+00 +2.4371e+00 -3.2662e+00 -1.8467e+00 +6.2147e-01 +2.0018e+00 +2.2532e+00 +2.4959e+00
434 +2.694852525e+00 +2.694852525e+00 -4.656151475e+02 -4.656151475e+02 -2.2474e+00 -2.7250e+00 +4.1507e+00 -9.9002e-01 +1.4161e+00 +1.1624e+00 -8.6340e-01 +2.9934e+00 -1.5619e+00 +1.5003e+00 +1.1878e+00 -8.9074e-01 -1.5066e+00 +3.0722e+00 -2.3016e+00 -1.9125e+00 +1.3943e+00 +1.6596e+00 +2.9374e+00 +2.7564e+00
459 +2.508176566e+00 +2.508176566e+00 -4.658018234e+02 -4.658018234e+02 -1.9448e+00 -2.3203e+00 +4.1089e+00 -1.5377e+00 +1.4381e+00 +1.0619e+00 -3.8853e-01 +2.6599e+00 -1.6269e+00 +1.3559e+00 +1.4253e+00 -1.4270e+00 -1.7606e+00 +3.3107e+00 -2.4548e+00 -2.0366e+00 +1.1844e+00 +1.1751e+00 +2.7312e+00 +3.0297e+00
% function evaluation | noise-free fitness - Fopt (-6.062000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.095602400e+01 +8.095602400e+01 +2.033602400e+01 +2.033602400e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
128 +6.008692907e+01 +6.008692907e+01 -5.330709338e-01 -5.330709338e-01 -1.1920e-01 +2.1119e+00 +4.3350e-01 +3.1472e+00 +2.8302e-01 -1.7437e+00 +3.1030e-01 +1.2061e+00 +3.2810e+00 +1.5954e+00 -8.1614e-01 +5.0347e-01 +1.7437e+00 +1.3940e+00 -1.9568e+00 +2.5022e-01 +1.6475e-01 +1.7712e+00 +5.2368e-01 +8.8532e-01
164 +2.859946809e+01 +2.859946809e+01 -3.202053191e+01 -3.202053191e+01 -7.7888e-01 +2.3234e+00 +2.3520e-01 +2.5334e+00 -4.7893e-02 -1.8130e+00 +3.4942e-01 +1.7268e-01 +3.1045e+00 +1.7119e+00 -1.1572e+00 +1.6935e-01 +2.6714e+00 +1.9172e+00 -4.5089e+00 +5.8572e-03 +1.9500e-02 +1.5125e+00 -8.4676e-01 +1.2821e+00
201 +1.815594873e+01 +1.815594873e+01 -4.246405127e+01 -4.246405127e+01 -1.0592e+00 +2.0935e+00 +5.6144e-01 +4.2690e+00 -1.4919e+00 -2.6522e+00 +7.4463e-01 +8.2519e-01 +3.8153e+00 +9.0942e-01 -2.5923e+00 +4.7560e-01 +2.6243e+00 +1.7542e+00 -5.6550e+00 -9.1060e-01 +4.3000e-01 +3.0862e+00 -1.5071e+00 +1.2314e+00
227 +1.543333165e+01 +1.543333165e+01 -4.518666835e+01 -4.518666835e+01 -1.6139e+00 +2.7145e+00 +1.9703e-01 +2.3854e+00 -9.0664e-01 -2.0743e+00 +3.7410e-01 +4.1194e-01 +3.7337e+00 +4.4888e-01 -2.9450e+00 +7.3715e-01 +2.6626e+00 +3.6883e+00 -5.7527e+00 -7.6265e-01 -6.3126e-01 +3.0660e+00 -1.9477e+00 +1.8744e+00
291 +9.745782910e+00 +9.745782910e+00 -5.087421709e+01 -5.087421709e+01 -1.6853e+00 +1.8487e+00 -1.0509e-01 +2.2243e+00 -1.0580e+00 -2.9848e+00 +1.0811e+00 +7.4174e-01 +3.7359e+00 +2.1477e+00 -2.0209e+00 +3.2829e-01 +3.5258e+00 +2.8727e+00 -4.7794e+00 -2.3416e+00 -2.1812e+00 +2.8442e+00 -3.0872e+00 +2.5632e+00
463 +5.680982250e+00 +5.680982250e+00 -5.493901775e+01 -5.493901775e+01 -2.4235e+00 +2.2236e+00 +1.2075e-01 +2.9604e+00 -1.8521e+00 -2.9158e+00 +1.0826e+00 +5.7925e-01 +4.7522e+00 +1.7743e+00 -2.9161e+00 +3.5392e-01 +2.6634e+00 +2.3627e+00 -4.9556e+00 -2.3037e+00 -3.0044e-01 +2.5172e+00 -2.4338e+00 +1.9194e+00
527 +3.860514988e+00 +3.860514988e+00 -5.675948501e+01 -5.675948501e+01 -2.8763e+00 +2.2089e+00 -2.3351e-01 +2.4024e+00 -1.3364e+00 -3.0524e+00 +1.8284e+00 +1.5089e+00 +4.2991e+00 +1.8267e+00 -2.6381e+00 +5.2026e-01 +2.5929e+00 +2.6184e+00 -4.6446e+00 -2.1579e+00 -3.2493e-01 +2.4738e+00 -2.3519e+00 +1.5445e+00
972 +2.508038626e+00 +2.508038626e+00 -5.811196137e+01 -5.811196137e+01 -2.6798e+00 +2.0708e+00 -6.4662e-02 +2.4485e+00 -1.4841e+00 -3.1362e+00 +1.7560e+00 +8.8095e-01 +4.3938e+00 +2.0134e+00 -2.6120e+00 +2.3530e-01 +3.0089e+00 +2.8275e+00 -4.7542e+00 -2.2746e+00 -4.9985e-01 +2.5585e+00 -1.9950e+00 +1.8470e+00
% function evaluation | noise-free fitness - Fopt (2.864600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.073785374e+01 +8.073785374e+01 +3.671978537e+02 +3.671978537e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
107 +6.293392976e+01 +6.293392976e+01 +3.493939298e+02 +3.493939298e+02 -4.1196e-01 -7.2036e-02 -6.4560e-01 -8.7316e-01 +1.3798e+00 -1.0528e+00 +2.5699e-01 +3.3617e-01 +4.5252e-01 +7.7097e-01 +8.9356e-01 -5.0712e-01 +1.3130e+00 +2.4797e+00 +1.1000e+00 +4.6213e-01 +8.9509e-01 -2.1170e+00 +1.1302e+00 -2.3401e-01
178 +3.832557223e+01 +3.832557223e+01 +3.247855722e+02 +3.247855722e+02 +1.3438e-01 -6.7751e-01 -9.6500e-01 -1.8063e+00 +1.2320e+00 -9.8628e-01 -8.3198e-01 +1.8393e+00 -3.3400e-01 +6.3160e-01 +1.7224e+00 +2.5156e-01 +2.5448e+00 +3.1330e+00 +7.5694e-01 +2.0919e-01 +2.5569e-01 -2.9532e+00 +6.3339e-01 -6.8851e-01
309 +2.488899400e+01 +2.488899400e+01 +3.113489940e+02 +3.113489940e+02 -1.1251e+00 -6.8301e-01 +1.6198e-01 -2.8583e+00 +1.4224e+00 -2.4679e+00 -1.2416e+00 +2.0490e+00 -9.8923e-01 -1.6011e-01 +1.3630e+00 +1.0809e+00 +2.5848e+00 +3.9723e+00 -2.5329e-02 -1.2469e+00 +3.5460e-01 -5.4165e+00 +1.4645e+00 -7.8730e-01
848 +1.581520804e+01 +1.581520804e+01 +3.022752080e+02 +3.022752080e+02 -8.1043e-01 -1.0673e+00 -8.9422e-01 -3.3589e+00 +1.9076e+00 -1.6752e+00 -1.1452e+00 +1.1608e+00 -4.9133e-01 -6.7545e-01 +2.2510e+00 +1.3176e+00 +2.9204e+00 +3.9850e+00 -6.5255e-01 -4.0311e-01 -8.6613e-01 -4.7320e+00 +1.0879e+00 -2.4538e-01
% function evaluation | noise-free fitness - Fopt (1.134200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.069117670e+01 +7.069117670e+01 +1.841111767e+02 +1.841111767e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
