% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1438 +2.420819167e+01 +2.420819167e+01 +6.010819167e+01 +6.010819167e+01 +2.0716e+00 +2.5038e+00 +3.6697e+00 +4.5244e+00 -2.0487e+00 -4.2395e+00 -2.7072e+00 -2.2135e+00 -1.7721e+00 -3.6037e+00 -2.6385e+00 +9.4625e-02 -1.2568e+00 -1.9809e+00 +1.6602e+00 -4.5359e+00 +6.9826e-01 +4.6015e+00 -1.2367e+00 -3.7590e+00
1479 +1.461200456e+01 +1.461200456e+01 +5.051200456e+01 +5.051200456e+01 +2.3479e+00 +2.5087e+00 +4.0095e+00 +4.2832e+00 -1.9210e+00 -3.5199e+00 -2.5484e+00 -2.2991e+00 -2.1873e+00 -3.3840e+00 -2.2113e+00 +4.8549e-02 -1.2454e+00 -8.7670e-01 +1.0956e+00 -4.5049e+00 +8.1327e-01 +4.0698e+00 -1.3844e+00 -2.9209e+00
1653 +9.836945581e+00 +9.836945581e+00 +4.573694558e+01 +4.573694558e+01 +2.5196e+00 +1.8421e+00 +3.5036e+00 +3.7697e+00 -1.5179e+00 -3.4098e+00 -2.5289e+00 -2.2073e+00 -1.8629e+00 -3.6675e+00 -1.8119e+00 +7.1642e-01 -6.1474e-01 -7.7997e-01 +1.2949e+00 -4.0873e+00 +9.1029e-01 +3.9666e+00 -1.3304e+00 -3.6173e+00
2086 +6.011194987e+00 +6.011194987e+00 +4.191119499e+01 +4.191119499e+01 +2.7300e+00 +1.7052e+00 +3.1867e+00 +3.9669e+00 -1.4069e+00 -3.3577e+00 -2.9630e+00 -2.0046e+00 -2.7571e+00 -3.4017e+00 -1.9677e+00 +8.1795e-01 -8.1752e-01 -9.3427e-01 +1.1923e+00 -4.1645e+00 +5.7020e-01 +3.8411e+00 -1.2573e+00 -3.4398e+00
2305 +3.860034366e+00 +3.860034366e+00 +3.976003437e+01 +3.976003437e+01 +2.7072e+00 +1.4503e+00 +3.0939e+00 +3.8922e+00 -1.7220e+00 -3.5131e+00 -2.5857e+00 -2.1309e+00 -2.6376e+00 -3.3249e+00 -2.0033e+00 +1.0137e+00 -7.6424e-01 -4.9577e-01 +1.4162e+00 -4.1384e+00 +6.9953e-01 +3.4621e+00 -1.1281e+00 -3.4693e+00
2586 +2.430934229e+00 +2.430934229e+00 +3.833093423e+01 +3.833093423e+01 +2.6496e+00 +1.4503e+00 +3.1154e+00 +3.6627e+00 -1.5385e+00 -3.3129e+00 -2.6321e+00 -2.1447e+00 -2.8090e+00 -3.2704e+00 -1.9429e+00 +1.0533e+00 -7.5910e-01 -5.6633e-01 +1.4465e+00 -3.9072e+00 +7.8816e-01 +3.3564e+00 -9.7153e-01 -3.3032e+00
2752 +1.576779519e+00 +1.576779519e+00 +3.747677952e+01 +3.747677952e+01 +2.6867e+00 +1.3963e+00 +3.0080e+00 +3.6604e+00 -1.5581e+00 -3.2070e+00 -2.6966e+00 -2.1583e+00 -2.7980e+00 -3.0582e+00 -1.9466e+00 +1.0932e+00 -8.2072e-01 -5.6507e-01 +1.5043e+00 -3.9527e+00 +7.5054e-01 +3.2445e+00 -9.4874e-01 -3.1789e+00
3041 +8.647755197e-01 +8.647755197e-01 +3.676477552e+01 +3.676477552e+01 +2.6983e+00 +1.3348e+00 +2.8717e+00 +3.5422e+00 -1.5884e+00 -3.2297e+00 -2.6198e+00 -2.1159e+00 -2.8677e+00 -2.9653e+00 -1.8335e+00 +1.2091e+00 -5.8497e-01 -5.1923e-01 +1.5621e+00 -3.9056e+00 +7.5862e-01 +3.1393e+00 -9.1769e-01 -3.1704e+00
3266 +5.831622705e-01 +5.831622705e-01 +3.648316227e+01 +3.648316227e+01 +2.7015e+00 +1.2974e+00 +2.7727e+00 +3.4812e+00 -1.5167e+00 -3.2156e+00 -2.5937e+00 -2.1168e+00 -2.9607e+00 -2.9420e+00 -1.7344e+00 +1.2149e+00 -5.7001e-01 -5.2549e-01 +1.6032e+00 -3.8878e+00 +7.5893e-01 +3.0955e+00 -8.8078e-01 -3.1414e+00
3416 +3.924272659e-01 +3.924272659e-01 +3.629242727e+01 +3.629242727e+01 +2.7247e+00 +1.2873e+00 +2.7298e+00 +3.4761e+00 -1.4947e+00 -3.1976e+00 -2.5722e+00 -2.1119e+00 -3.0237e+00 -2.9485e+00 -1.7171e+00 +1.3003e+00 -4.9193e-01 -5.1370e-01 +1.6449e+00 -3.8554e+00 +7.2221e-01 +3.0623e+00 -8.6643e-01 -3.1440e+00
3565 +2.459950596e-01 +2.459950596e-01 +3.614599506e+01 +3.614599506e+01 +2.7139e+00 +1.2365e+00 +2.6990e+00 +3.4621e+00 -1.5014e+00 -3.1569e+00 -2.5589e+00 -2.1038e+00 -3.0316e+00 -2.9349e+00 -1.6612e+00 +1.2977e+00 -4.6260e-01 -4.4817e-01 +1.6763e+00 -3.8351e+00 +7.0930e-01 +3.0425e+00 -8.5061e-01 -3.1435e+00
3683 +1.463002739e-01 +1.463002739e-01 +3.604630027e+01 +3.604630027e+01 +2.7377e+00 +1.1957e+00 +2.6520e+00 +3.4659e+00 -1.4568e+00 -3.1672e+00 -2.5629e+00 -2.1251e+00 -3.0552e+00 -2.9239e+00 -1.5997e+00 +1.3284e+00 -3.8634e-01 -4.5066e-01 +1.6633e+00 -3.8375e+00 +6.6034e-01 +3.0254e+00 -8.7785e-01 -3.1533e+00
3840 +8.851095902e-02 +8.851095902e-02 +3.598851096e+01 +3.598851096e+01 +2.7565e+00 +1.1680e+00 +2.6379e+00 +3.4423e+00 -1.4274e+00 -3.1423e+00 -2.5700e+00 -2.1043e+00 -3.0685e+00 -2.9332e+00 -1.5867e+00 +1.3013e+00 -3.8671e-01 -4.4975e-01 +1.7150e+00 -3.8169e+00 +6.4715e-01 +3.0482e+00 -8.5968e-01 -3.1276e+00
4051 +6.050954715e-02 +6.050954715e-02 +3.596050955e+01 +3.596050955e+01 +2.7668e+00 +1.1593e+00 +2.6275e+00 +3.4373e+00 -1.4471e+00 -3.1312e+00 -2.5534e+00 -2.1037e+00 -3.0898e+00 -2.9411e+00 -1.5697e+00 +1.3333e+00 -3.8131e-01 -4.1296e-01 +1.7188e+00 -3.8082e+00 +6.4525e-01 +3.0158e+00 -8.4249e-01 -3.1272e+00
4287 +3.637364747e-02 +3.637364747e-02 +3.593637365e+01 +3.593637365e+01 +2.7623e+00 +1.1555e+00 +2.6241e+00 +3.4397e+00 -1.4378e+00 -3.1220e+00 -2.5428e+00 -2.1165e+00 -3.1235e+00 -2.9112e+00 -1.5492e+00 +1.3482e+00 -3.6937e-01 -4.0844e-01 +1.7184e+00 -3.8021e+00 +6.4067e-01 +2.9951e+00 -8.3411e-01 -3.1231e+00
4352 +2.420240814e-02 +2.420240814e-02 +3.592420241e+01 +3.592420241e+01 +2.7593e+00 +1.1453e+00 +2.6153e+00 +3.4345e+00 -1.4279e+00 -3.1208e+00 -2.5358e+00 -2.1020e+00 -3.1373e+00 -2.9139e+00 -1.5332e+00 +1.3565e+00 -3.5847e-01 -4.1723e-01 +1.7278e+00 -3.8012e+00 +6.5378e-01 +2.9956e+00 -8.2658e-01 -3.1195e+00
4658 +1.533403483e-02 +1.533403483e-02 +3.591533403e+01 +3.591533403e+01 +2.7734e+00 +1.1411e+00 +2.6018e+00 +3.4281e+00 -1.4287e+00 -3.1136e+00 -2.5366e+00 -2.1160e+00 -3.1444e+00 -2.9132e+00 -1.5261e+00 +1.3578e+00 -3.5864e-01 -4.1861e-01 +1.7269e+00 -3.7882e+00 +6.3742e-01 +2.9951e+00 -8.2389e-01 -3.1128e+00
4727 +9.327700858e-03 +9.327700858e-03 +3.590932770e+01 +3.590932770e+01 +2.7734e+00 +1.1323e+00 +2.6031e+00 +3.4256e+00 -1.4256e+00 -3.1103e+00 -2.5408e+00 -2.1172e+00 -3.1485e+00 -2.9122e+00 -1.5245e+00 +1.3546e+00 -3.5423e-01 -4.0634e-01 +1.7320e+00 -3.7910e+00 +6.3360e-01 +2.9879e+00 -8.1829e-01 -3.1069e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.866954089e+05 +3.866954089e+05 +3.867267789e+05 +3.867267789e+05 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
49 +2.484646317e+05 +2.484646317e+05 +2.484960017e+05 +2.484960017e+05 +1.6471e+00 +3.4594e-01 -8.2430e-01 +1.1907e+00 +5.5385e-01 -5.0409e-01 +1.3506e-01 +9.3621e-01 +8.9078e-01 -3.9800e-01 -7.1819e-01 +5.9010e-01 +8.1800e-01 +1.5912e+00 +6.8308e-01 +1.1455e+00 +4.8569e-01 +6.3408e-01 +3.9869e-01 +5.6004e-01
90 +1.583835380e+05 +1.583835380e+05 +1.584149080e+05 +1.584149080e+05 +2.7224e+00 +9.6796e-01 -1.2515e+00 +1.5507e+00 +6.9241e-02 -3.6950e-01 -5.4444e-01 +2.7145e-01 +3.9264e-01 +1.3865e-01 -8.2511e-01 +8.3308e-01 +8.4932e-01 +1.7839e+00 +8.9760e-01 +1.4113e+00 +3.8309e-01 +2.5136e-01 -1.8267e-02 +1.9225e-01
126 +7.761564620e+04 +7.761564620e+04 +7.764701620e+04 +7.764701620e+04 +4.0842e+00 +9.6748e-01 -2.0573e+00 +1.3133e+00 -1.1383e+00 -4.0098e-01 -7.6743e-01 +8.2272e-01 +3.7470e-01 -1.3967e-01 -6.2784e-01 +2.2537e+00 +1.2954e+00 +2.0674e+00 +1.5008e+00 +1.4954e+00 -6.7068e-02 -6.0564e-01 -1.4502e-01 -1.2245e+00
153 +3.843238683e+04 +3.843238683e+04 +3.846375683e+04 +3.846375683e+04 +3.0660e+00 +8.7274e-01 -3.3862e+00 +1.7046e+00 -1.1731e+00 +8.3067e-01 -1.3842e+00 +2.0508e+00 -4.0028e-01 -9.2390e-01 -1.8013e+00 +2.5075e+00 +1.4361e+00 +2.3912e+00 +1.7715e+00 +1.7009e+00 -2.4714e-01 -3.6182e-01 -1.4403e+00 -1.2287e+00
184 +1.852140944e+04 +1.852140944e+04 +1.855277944e+04 +1.855277944e+04 +3.2885e+00 -4.7842e-01 -3.2210e+00 +3.2846e+00 -1.5277e+00 +6.0493e-02 -2.1000e+00 +2.2872e+00 +3.7830e-01 -2.3317e+00 -6.7534e-01 +7.5022e-01 +2.2827e+00 +1.4954e+00 +1.2726e+00 +5.0372e-01 -8.5759e-01 -9.4375e-01 -2.0644e+00 -4.9621e-01
201 +3.791926772e+03 +3.791926772e+03 +3.823296772e+03 +3.823296772e+03 +3.5570e+00 +1.3331e-01 -3.8580e+00 +3.4626e+00 -1.4030e+00 -3.5584e-01 -3.1487e+00 +2.5018e+00 -1.5267e-01 -3.1636e+00 -5.6273e-01 +1.1486e+00 +1.6249e+00 +2.9062e+00 +1.7179e+00 +1.3350e+00 -4.0829e-01 -1.3622e+00 -2.4123e+00 -9.1233e-01
228 +1.527206964e+02 +1.527206964e+02 +1.840906964e+02 +1.840906964e+02 +2.6549e+00 +6.6496e-01 -3.8910e+00 +3.1194e+00 -3.0761e+00 -7.1152e-01 -2.3957e+00 +3.2477e+00 -6.0968e-01 -1.4732e+00 -1.4486e+00 +2.0863e+00 +1.2139e+00 +2.7877e+00 +1.4308e+00 +1.0896e+00 -2.9782e-01 -1.6005e+00 -9.6268e-01 -1.4155e+00
563 +8.019966865e+01 +8.019966865e+01 +1.115696687e+02 +1.115696687e+02 +3.8921e+00 -9.2795e-01 -4.5723e+00 +3.2099e+00 -3.5955e+00 -3.0373e-01 -3.8429e+00 +2.3147e+00 -1.2197e+00 -2.6147e+00 +4.3812e-01 +1.0831e+00 +1.1415e+00 +1.5041e+00 +1.0042e+00 +9.7568e-01 +1.3138e+00 -1.7811e+00 -5.2454e-01 -1.3851e+00
700 +5.678375892e+01 +5.678375892e+01 +8.815375892e+01 +8.815375892e+01 +3.8020e+00 +4.6815e-01 -4.4964e+00 +2.9476e+00 -3.5323e+00 -2.8944e-01 -4.4592e+00 +2.7585e+00 -1.4434e+00 -1.5345e+00 -4.7808e-01 +1.4171e+00 +5.8823e-01 +1.6383e+00 +7.9875e-02 +2.3828e+00 +2.1462e+00 -2.5773e+00 +2.5859e-01 -1.0209e+00
817 +3.864010847e+01 +3.864010847e+01 +7.001010847e+01 +7.001010847e+01 +2.4608e+00 -3.6464e-02 -4.4111e+00 +3.5968e+00 -2.5232e+00 -7.4727e-02 -3.6333e+00 +2.3976e+00 -6.7724e-01 -1.3184e+00 +6.6477e-02 +2.6903e+00 -4.1373e-01 +1.9769e+00 +6.6968e-01 +1.9569e+00 +1.1286e+00 -2.2454e+00 +1.1240e+00 -6.3455e-01
927 +2.509151144e+01 +2.509151144e+01 +5.646151144e+01 +5.646151144e+01 +2.4982e+00 +1.0293e+00 -4.9682e+00 +3.2976e+00 -2.6401e+00 +4.9622e-01 -3.8010e+00 +2.0203e+00 -1.7346e-01 -1.3965e+00 -6.8796e-01 +2.2196e+00 -2.3409e-01 +2.6407e+00 +7.9795e-01 +1.8088e+00 +5.3200e-02 -2.4559e+00 +1.0463e+00 -1.5990e+00
1217 +1.576114203e+01 +1.576114203e+01 +4.713114203e+01 +4.713114203e+01 +1.9558e+00 +1.3953e+00 -4.7879e+00 +3.6529e+00 -2.8537e+00 +1.5606e-01 -3.4573e+00 +2.4298e+00 -9.4993e-03 -4.7020e-01 -4.5776e-01 +3.3807e+00 -6.7960e-01 +2.3729e+00 -5.9441e-01 +2.8521e+00 +9.8288e-02 -2.8847e+00 +1.2315e+00 -9.5511e-01
1492 +8.750026983e+00 +8.750026983e+00 +4.012002698e+01 +4.012002698e+01 +1.2908e+00 +1.6216e+00 -4.5942e+00 +3.3302e+00 -2.8705e+00 +2.3239e-01 -3.4019e+00 +2.2901e+00 +1.7890e-01 -6.5538e-01 -4.9635e-01 +3.3790e+00 -7.1045e-01 +2.5565e+00 -6.1656e-01 +2.8175e+00 -1.0671e-01 -2.7289e+00 +1.2062e+00 -1.5297e+00
1610 +6.263618926e+00 +6.263618926e+00 +3.763361893e+01 +3.763361893e+01 +8.3975e-01 +1.8603e+00 -4.5834e+00 +3.6172e+00 -2.6366e+00 +2.2853e-01 -3.4520e+00 +2.3618e+00 +2.0191e-01 -5.5366e-01 -7.3249e-01 +3.4096e+00 -1.0477e+00 +2.8846e+00 -4.3048e-01 +2.9527e+00 -2.1878e-01 -2.7197e+00 +1.1887e+00 -1.7070e+00
1716 +3.974409934e+00 +3.974409934e+00 +3.534440993e+01 +3.534440993e+01 +5.7968e-01 +1.7735e+00 -4.6004e+00 +3.4768e+00 -2.4968e+00 +2.4457e-01 -3.4420e+00 +2.2308e+00 +9.0456e-02 -3.7258e-01 -7.7879e-01 +3.3455e+00 -1.2081e+00 +3.0922e+00 -4.4707e-01 +3.1240e+00 -2.2452e-01 -2.7593e+00 +1.0811e+00 -1.8848e+00
2083 +2.093512821e+00 +2.093512821e+00 +3.346351282e+01 +3.346351282e+01 +2.7232e-01 +2.0062e+00 -4.3515e+00 +3.6430e+00 -2.1841e+00 +2.2841e-01 -3.5549e+00 +2.3046e+00 +2.2582e-01 -4.1102e-01 -6.7431e-01 +3.1335e+00 -1.4906e+00 +2.9734e+00 -4.6606e-01 +3.0165e+00 -3.8121e-01 -2.7467e+00 +1.1903e+00 -1.9884e+00
2134 +1.392736818e+00 +1.392736818e+00 +3.276273682e+01 +3.276273682e+01 +2.9032e-01 +1.9335e+00 -4.2734e+00 +3.6229e+00 -2.1341e+00 +2.7292e-01 -3.5722e+00 +2.2372e+00 +2.7550e-01 -3.1665e-01 -6.6741e-01 +3.0721e+00 -1.5025e+00 +3.0376e+00 -4.9167e-01 +2.9674e+00 -3.4112e-01 -2.7928e+00 +1.2399e+00 -1.9993e+00
2437 +9.858436018e-01 +9.858436018e-01 +3.235584360e+01 +3.235584360e+01 +9.7076e-02 +1.9423e+00 -4.2224e+00 +3.5631e+00 -2.0064e+00 +2.7370e-01 -3.5418e+00 +2.1795e+00 +1.8697e-01 -1.6588e-01 -7.2860e-01 +2.8984e+00 -1.4726e+00 +3.0061e+00 -4.2024e-01 +2.9420e+00 -3.7972e-01 -2.7498e+00 +1.2029e+00 -2.0077e+00
2685 +6.220298967e-01 +6.220298967e-01 +3.199202990e+01 +3.199202990e+01 +3.3309e-02 +1.8479e+00 -4.1324e+00 +3.6210e+00 -1.9680e+00 +2.4090e-01 -3.5506e+00 +2.0812e+00 +2.6721e-01 -2.0539e-01 -6.5562e-01 +2.8795e+00 -1.5874e+00 +3.0398e+00 -3.8563e-01 +2.9975e+00 -3.6038e-01 -2.7859e+00 +1.2013e+00 -1.9604e+00
2826 +3.831360236e-01 +3.831360236e-01 +3.175313602e+01 +3.175313602e+01 -3.7150e-02 +1.8854e+00 -4.1096e+00 +3.6657e+00 -1.9804e+00 +2.8049e-01 -3.5221e+00 +2.0221e+00 +2.8853e-01 -2.3412e-01 -6.5081e-01 +2.8521e+00 -1.5720e+00 +3.0437e+00 -3.9783e-01 +3.0375e+00 -3.4978e-01 -2.8017e+00 +1.2260e+00 -1.9712e+00
2961 +2.502253262e-01 +2.502253262e-01 +3.162022533e+01 +3.162022533e+01 -8.4908e-02 +1.8558e+00 -4.0703e+00 +3.6656e+00 -1.9738e+00 +3.0676e-01 -3.4823e+00 +2.0133e+00 +3.3390e-01 -2.0459e-01 -6.7163e-01 +2.8658e+00 -1.6059e+00 +3.0409e+00 -3.9879e-01 +3.0658e+00 -3.5026e-01 -2.8230e+00 +1.2602e+00 -2.0041e+00
3273 +1.580899354e-01 +1.580899354e-01 +3.152808994e+01 +3.152808994e+01 -1.2404e-01 +1.8613e+00 -4.0189e+00 +3.7135e+00 -2.0036e+00 +3.2756e-01 -3.4742e+00 +1.9781e+00 +3.0384e-01 -1.4693e-01 -6.8243e-01 +2.8400e+00 -1.6202e+00 +3.0187e+00 -4.2285e-01 +3.1238e+00 -3.7295e-01 -2.8574e+00 +1.2163e+00 -2.0061e+00
3676 +9.864050375e-02 +9.864050375e-02 +3.146864050e+01 +3.146864050e+01 -1.5232e-01 +1.8820e+00 -3.9846e+00 +3.7136e+00 -1.9791e+00 +3.2864e-01 -3.4940e+00 +1.9949e+00 +3.0559e-01 -1.6279e-01 -6.8832e-01 +2.8191e+00 -1.6339e+00 +3.0571e+00 -4.2258e-01 +3.1200e+00 -3.7669e-01 -2.8540e+00 +1.2396e+00 -2.0248e+00
3966 +5.620345853e-02 +5.620345853e-02 +3.142620346e+01 +3.142620346e+01 -1.9513e-01 +1.8811e+00 -3.9519e+00 +3.7109e+00 -1.9636e+00 +3.0667e-01 -3.4738e+00 +1.9915e+00 +3.2748e-01 -1.4796e-01 -6.9059e-01 +2.8004e+00 -1.6378e+00 +3.0590e+00 -4.2089e-01 +3.1451e+00 -3.7372e-01 -2.8556e+00 +1.2380e+00 -2.0314e+00
4250 +3.800378068e-02 +3.800378068e-02 +3.140800378e+01 +3.140800378e+01 -2.1435e-01 +1.8703e+00 -3.9375e+00 +3.7205e+00 -1.9570e+00 +3.0522e-01 -3.4611e+00 +1.9901e+00 +3.3614e-01 -1.4405e-01 -6.7991e-01 +2.7962e+00 -1.6451e+00 +3.0572e+00 -4.2951e-01 +3.1665e+00 -3.5683e-01 -2.8542e+00 +1.2315e+00 -2.0230e+00
4475 +2.433250649e-02 +2.433250649e-02 +3.139433251e+01 +3.139433251e+01 -2.2651e-01 +1.8734e+00 -3.9256e+00 +3.7254e+00 -1.9491e+00 +2.9982e-01 -3.4555e+00 +1.9900e+00 +3.3640e-01 -1.3623e-01 -6.8339e-01 +2.8061e+00 -1.6512e+00 +3.0447e+00 -4.2993e-01 +3.1773e+00 -3.5887e-01 -2.8590e+00 +1.2341e+00 -2.0259e+00
4622 +1.441620768e-02 +1.441620768e-02 +3.138441621e+01 +3.138441621e+01 -2.4530e-01 +1.8825e+00 -3.9166e+00 +3.7285e+00 -1.9346e+00 +2.8708e-01 -3.4591e+00 +1.9964e+00 +3.3945e-01 -1.2868e-01 -6.8319e-01 +2.8062e+00 -1.6559e+00 +3.0459e+00 -4.3307e-01 +3.1836e+00 -3.6445e-01 -2.8640e+00 +1.2338e+00 -2.0253e+00
