% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
235 +2.088952381e+02 +2.088952381e+02 +2.198552381e+02 +2.198552381e+02 +2.4015e-01 +9.4660e-01 -1.1166e+00 +1.2034e+00 +1.1874e+00 +8.8459e-02 -7.5094e-01 +9.6759e-01 +2.7522e-01 -3.3567e-02 -6.0299e-01 +6.8583e-01 +1.8708e+00 +5.3312e-01 +4.7827e-02 +1.7151e-02 +1.2056e-01 +6.4416e-01 +4.3978e-01 +2.2696e-03
606 +1.433966667e+02 +1.433966667e+02 +1.543566667e+02 +1.543566667e+02 -1.2281e+00 +1.4193e+00 -1.1358e+00 +8.6672e-01 +1.0311e+00 +1.0465e+00 -7.7673e-01 +2.3824e+00 -3.4037e-01 -2.7734e-01 -1.0177e+00 -1.8402e+00 +1.0154e+00 -5.6351e-01 -1.3935e-01 -7.9399e-02 +9.8891e-01 +1.3382e+00 -1.6454e+00 -9.0987e-02
% function evaluation | noise-free fitness - Fopt (9.038000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.612758703e+02 +3.612758703e+02 +4.516558703e+02 +4.516558703e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
181 +2.396341913e+02 +2.396341913e+02 +3.300141913e+02 +3.300141913e+02 +6.1732e-01 +5.3115e-02 +7.9596e-01 +1.5773e+00 +4.6783e-01 +2.6395e-01 -1.1647e-01 +4.6433e-01 +8.5909e-01 +1.1631e+00 -2.6664e-01 +7.3284e-01 +1.4473e+00 +5.1453e-01 +4.4791e-01 +1.1003e+00 +2.1384e-01 +9.3047e-01 +4.5450e-01 +3.4875e-01
3379 +1.546987825e+02 +1.546987825e+02 +2.450787825e+02 +2.450787825e+02 +6.2089e-01 -5.9005e-01 +2.5605e+00 +1.1622e+00 -5.3322e-02 +1.4551e-01 -1.1122e+00 +8.3793e-01 -1.0431e+00 +1.8450e+00 -1.0171e-01 +1.7910e+00 +2.1014e+00 -1.1495e-01 +2.8317e-01 +6.9030e-01 +7.6940e-01 -1.9841e-01 +8.4469e-02 -1.0317e+00
% function evaluation | noise-free fitness - Fopt (-2.635200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.309025372e+02 +4.309025372e+02 +1.673825372e+02 +1.673825372e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
2 +3.827523655e+02 +3.827523655e+02 +1.192323655e+02 +1.192323655e+02 +7.8405e-01 +8.3336e-01 +2.2275e-01 +1.0072e+00 +3.7290e-01 +8.8525e-02 +2.2903e-01 +7.3519e-01 +1.2855e+00 +1.2977e+00 -1.0148e-01 +9.9380e-01 +5.9293e-01 +1.5133e-01 +7.9823e-01 +6.0168e-01 +1.9086e-01 +1.0271e+00 +7.2453e-01 +1.2947e+00
133 +2.347969241e+02 +2.347969241e+02 -2.872307592e+01 -2.872307592e+01 +1.0527e+00 -1.5739e-01 -4.5827e-01 +5.1462e-01 +2.1720e-01 -3.7154e-01 +4.5598e-02 -1.2645e-01 -2.9500e-01 +1.4807e+00 -9.9727e-01 +1.1118e+00 +1.1323e+00 +6.7517e-01 +5.4164e-01 +2.9583e-01 +9.2712e-01 +1.2409e-01 +5.1335e-01 +2.1786e-01
3544 +1.529458988e+02 +1.529458988e+02 -1.105741012e+02 -1.105741012e+02 +1.8267e+00 -1.2393e+00 -1.4720e+00 +5.2303e-02 +1.8046e+00 -4.9826e-01 -5.9565e-03 -3.1214e-01 -6.2258e-01 -1.4484e+00 -9.3904e-01 +1.0269e+00 +6.4824e-01 +4.7631e-01 -4.7499e-01 +1.1260e+00 +2.6518e+00 +2.4976e+00 -9.9942e-01 -1.9314e-01
4094 +9.858020844e+01 +9.858020844e+01 -1.649397916e+02 -1.649397916e+02 +1.7935e+00 -1.2899e+00 -1.5028e+00 +1.5195e-02 +1.7785e+00 -4.5700e-01 +1.6565e-03 -2.7007e-01 -5.8532e-01 -1.4470e+00 -1.0278e+00 +9.6267e-01 +6.9843e-01 +5.1943e-01 -5.0743e-01 +1.1369e+00 +2.6200e+00 +2.4759e+00 -1.0650e+00 -1.9160e-01
% function evaluation | noise-free fitness - Fopt (3.101900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.312132379e+02 +3.312132379e+02 +6.414032379e+02 +6.414032379e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
63 +2.485774671e+02 +2.485774671e+02 +5.587674671e+02 +5.587674671e+02 +1.0004e+00 +8.9606e-01 +8.2220e-02 +9.2513e-01 +3.9686e-01 +1.2418e+00 -5.2533e-01 +1.7542e-01 +5.1007e-01 +1.4398e+00 -8.2346e-01 +1.0535e+00 +1.2724e+00 -3.3650e-01 +1.5386e+00 +9.4767e-01 +1.0955e-02 +2.6777e-01 +1.8784e-01 +1.1707e+00
1053 +1.507394367e+02 +1.507394367e+02 +4.609294367e+02 +4.609294367e+02 +5.3662e-01 -2.6518e-01 -6.7669e-01 +1.7223e+00 +1.4458e+00 +1.8728e+00 -1.5719e+00 +6.3284e-01 +1.1925e+00 +3.0726e+00 -1.3973e+00 +1.1257e+00 +7.5170e-01 -1.4436e+00 -6.9837e-01 +9.1344e-01 +3.2581e-01 -1.4808e+00 -1.5236e+00 +1.6867e+00
% function evaluation | noise-free fitness - Fopt (-5.638000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.098759988e+02 +3.098759988e+02 +2.534959988e+02 +2.534959988e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
79 +2.505504311e+02 +2.505504311e+02 +1.941704311e+02 +1.941704311e+02 +9.1901e-01 +1.5428e+00 +8.1062e-01 +7.2912e-01 +5.5373e-01 -3.3300e-01 +3.1527e-01 +1.2096e+00 +1.4375e+00 +6.7805e-01 +1.9528e-01 +5.9978e-01 +1.1320e+00 +5.2473e-01 +5.8503e-01 +4.7241e-03 +6.4499e-01 +7.0269e-01 +3.9779e-01 +6.6344e-01
3854 +1.558563655e+02 +1.558563655e+02 +9.947636548e+01 +9.947636548e+01 +1.1161e+00 +2.3489e-01 +4.2682e-01 -2.5528e+00 +7.4900e-01 -1.8634e+00 +1.3662e+00 +1.6015e+00 +1.1872e+00 -1.2689e+00 +3.8223e-01 -6.0713e-01 +1.4501e+00 -1.4843e-01 -9.6946e-01 +6.2896e-01 -6.5328e-02 +1.3485e+00 +1.1789e+00 -1.1496e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.354012657e+02 +3.354012657e+02 -6.645987343e+02 -6.645987343e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
167 +2.214615748e+02 +2.214615748e+02 -7.785384252e+02 -7.785384252e+02 +3.4604e-01 +1.3275e+00 +4.9552e-02 +8.5046e-01 +6.0977e-01 +6.3533e-02 -7.4413e-01 +1.1760e+00 +1.4778e+00 +7.1109e-01 -4.0432e-01 +7.2673e-01 -4.7059e-01 -2.8755e-01 +5.0355e-01 -7.9044e-03 +1.0922e+00 +4.6988e-01 +1.6069e+00 +2.0356e-01
478 +1.473866750e+02 +1.473866750e+02 -8.526133250e+02 -8.526133250e+02 +1.3400e+00 +1.9110e-01 +1.3406e+00 -2.4100e-01 -8.9123e-01 -6.2420e-01 -1.3045e+00 -1.3417e-01 +9.5472e-01 -1.9431e-01 -6.2990e-01 +1.1977e+00 -1.2757e+00 +7.7659e-01 +3.8935e-01 -2.5120e-03 +1.8252e+00 -3.4537e-01 +1.7155e+00 -3.2888e-01
% function evaluation | noise-free fitness - Fopt (3.548000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.114101127e+02 +3.114101127e+02 +3.468901127e+02 +3.468901127e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
176 +2.334379279e+02 +2.334379279e+02 +2.689179279e+02 +2.689179279e+02 +7.0023e-01 +6.0342e-01 -2.3708e-01 +9.0205e-01 +6.6082e-01 +3.1310e-02 +2.7786e-01 +5.5693e-01 +9.6983e-01 +1.6078e+00 -1.7683e-01 +1.0108e+00 +4.0675e-01 -6.7514e-01 +1.1199e-01 -3.5961e-01 -2.6317e-01 +1.1979e+00 +1.0672e+00 +1.2437e+00
1372 +1.458568528e+02 +1.458568528e+02 +1.813368528e+02 +1.813368528e+02 +1.5914e+00 +1.3036e+00 -7.4447e-01 -5.9922e-01 +5.8932e-01 -7.1833e-01 +1.3979e+00 +3.9617e-01 -8.6662e-01 +1.2675e+00 +1.5448e+00 -3.4567e-02 +3.8071e-01 -1.7693e+00 -4.6409e-01 +4.8542e-01 +2.0696e+00 +1.0658e+00 -4.9999e-01 +1.9260e+00
% function evaluation | noise-free fitness - Fopt (-5.263000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
